id,female,black,hispanic,asian,age_ba,firstgen,parent_income_q,parent_grad,ugpa,stem_major,bus_major,ed_major,health_major,selective_inst,public_ug,state_unemp,metro,ga_funding_adj,grad_plus_loans,annual_tuition,program_years,gross_tuition,net_inst_rev,masters,ln_salary,salary
2327,0,0,0,0,25,0,4,0,2.78,1,0,0,0,1,0,3.7,1,5.8000002,57.509224,49.266018,2.5,123.16505,80.057281,0,10.216672,27355.475
2328,1,0,0,0,21,0,2,1,3.47,0,0,0,0,0,0,5.5,1,7.1999998,19.071465,25.774836,2,51.549671,33.507286,0,11.064633,63871.809
2329,0,0,0,0,24,1,3,1,3.3499999,0,0,0,1,0,1,5.0999999,1,7.1999998,74.421875,39.362614,2,78.725227,51.171398,1,8.3734236,4330.4365
2330,0,0,0,0,24,0,3,0,3.29,0,0,0,1,0,1,7.0999999,1,9.1999998,72.559311,45.27726,2,90.55452,58.860439,0,10.55584,38401.066
2331,0,0,1,0,28,1,4,0,3.55,0,0,1,0,0,1,5.4000001,1,5.8000002,0,24.020071,2,48.040142,31.226093,0,9.722599,16690.568
2332,0,0,0,0,27,1,1,1,3.3800001,0,0,1,0,0,1,3.5999999,1,6.5999999,71.010468,22.193617,2,44.387234,28.851702,0,10.596127,39979.68
2333,0,0,0,0,23,0,1,0,3.5799999,0,0,0,1,0,1,2.5,0,9.6999998,79.842354,43.450233,2,86.900467,56.485302,0,10.806959,49363.133
2334,0,0,0,0,21,1,3,0,3.6500001,1,0,0,0,0,0,6,1,5.4000001,18.52137,40.820915,2.5,102.05229,66.333992,0,10.925467,55573.82
2335,1,1,0,0,22,0,2,0,3.8900001,1,0,0,0,0,0,6,0,6.8000002,74.228706,38.152687,2.5,95.381714,61.998116,0,11.477907,96558.773
2336,0,1,0,0,30,0,1,1,3.6800001,0,0,0,0,1,1,4.6999998,0,5.4000001,71.164375,28.646467,2,57.292934,37.240406,0,10.889008,53584.094
2337,1,0,0,1,24,0,4,1,2.4400001,0,0,0,0,0,0,5.5,1,8.8999996,22.170464,28.115967,2,56.231934,36.550758,1,9.0636044,8635.2188
2338,1,0,0,0,22,0,1,0,3.0899999,0,0,0,1,1,1,5.3000002,1,9.1000004,97.030045,49.954315,2,99.90863,64.940613,0,10.822213,50121.895
2339,0,0,0,0,22,1,3,0,3.0799999,0,0,0,0,0,1,6.6999998,0,7.0999999,79.197098,18.652462,2,37.304924,24.248201,0,11.305115,81236.078
2340,0,1,0,0,21,0,3,0,2.8699999,1,0,0,0,1,1,5.1999998,0,4.0999999,47.650864,34.404961,2.5,86.012405,55.908062,0,11.50826,99534.516
2341,0,0,1,0,21,0,4,0,2.8199999,0,0,0,0,0,0,5.3000002,1,4.0999999,63.420437,12.433609,2,24.867218,16.163692,0,11.002027,59995.602
2342,0,0,0,0,23,1,2,0,2.55,0,0,1,0,1,1,3.8,0,10.2,50.0308,33.16658,2,66.33316,43.116554,0,11.390044,88436.867
2343,0,1,0,0,21,0,3,1,3.21,0,1,0,0,0,1,5.5,1,6.0999999,58.960842,61.046555,2,122.09311,79.360519,0,10.558792,38514.578
2344,1,1,0,0,25,0,1,1,3.5999999,0,0,1,0,0,0,4.5999999,0,7.6999998,87.282402,21.327456,2,42.654911,27.725693,1,12.367891,235129.41
2345,0,0,0,0,23,1,4,0,3.1700001,0,0,0,1,0,1,5.9000001,1,7.5,52.363583,32.845196,2,65.690392,42.698753,0,10.156371,25754.666
2346,0,0,0,0,21,1,1,0,3.1400001,0,0,0,0,0,1,6.1999998,0,7.4000001,63.793209,20.727665,2,41.45533,26.945965,0,11.713856,122253.95
2347,0,0,0,0,27,0,4,1,2.95,1,0,0,0,0,1,4.9000001,1,8.6999998,63.519676,30.972557,2.5,77.431396,50.330406,0,10.338701,30905.865
2348,0,0,1,0,22,0,4,0,3.0599999,1,0,0,0,0,1,4.5999999,0,10.3,60.242905,41.839031,2.5,104.59758,67.988426,1,12.23961,206821.16
2349,0,0,0,0,27,0,2,0,3.22,0,0,0,0,0,1,3.8,1,7.3000002,77.277733,27.618498,2,55.236996,35.904049,0,12.369311,235463.53
2350,0,0,1,0,27,0,1,1,3.72,0,0,0,0,0,1,5.6999998,1,10.6,80.360504,27.304249,2,54.608498,35.495522,0,11.957775,156025.56
2351,0,0,0,0,32,1,1,1,3.3299999,0,0,0,0,0,1,6.3000002,1,4.0999999,66.535461,25.338078,2,50.676155,32.939499,0,11.934791,152480.28
2352,1,0,0,0,28,0,2,1,4,0,0,0,0,0,1,7.4000001,1,4.1999998,83.393593,18.706511,2,37.413021,24.318464,0,9.9985008,21993.469
2353,0,0,0,0,28,0,3,0,3.99,0,1,0,0,0,1,2.9000001,1,2,51.249462,62.248238,2,124.49648,80.922707,1,11.563383,105175.23
2354,1,0,0,0,23,0,1,0,3.8900001,0,0,0,1,0,1,5.1999998,1,8.6000004,129.95529,48.664753,2,97.329506,63.264179,0,10.061467,23422.846
2355,1,0,0,1,21,0,1,1,3.24,1,0,0,0,1,0,5.6999998,1,8.5,130.79974,39.389977,2.5,98.474945,64.008713,0,10.000923,22046.809
2356,0,0,0,1,23,0,4,0,2.79,1,0,0,0,0,1,5.5999999,1,9.1999998,53.259197,38.023354,2.5,95.05838,61.787949,1,10.253627,28385.305
2357,0,0,0,0,21,0,2,0,3.6199999,0,1,0,0,1,1,3.2,1,10,111.8027,70.355537,2,140.71107,91.462196,0,11.991722,161413.08
2358,1,0,0,0,21,0,1,0,2.9200001,0,0,0,0,0,1,5.3000002,1,6.8000002,61.247963,27.049019,2,54.098038,35.163723,0,10.511209,36724.871
2359,0,0,0,0,21,0,3,0,3.23,0,0,0,1,0,1,5.3000002,0,9,77.252335,38.945919,2,77.891838,50.629696,1,12.066964,174026.72
2360,0,0,0,0,27,0,4,0,2.8199999,0,0,1,0,1,1,2.9000001,0,5.9000001,49.047997,37.570721,2,75.141441,48.841938,0,10.407872,33119.324
2361,1,1,0,0,26,0,3,1,4,1,0,0,0,0,1,4.8000002,0,10.2,37.522041,33.338112,2.5,83.345276,54.174431,1,12.45689,257015.09
2362,1,0,0,0,27,0,4,1,2.5799999,0,1,0,0,0,1,5.6999998,0,11,57.136696,58.006012,2,116.01202,75.407814,0,10.964745,57800.031
2363,0,0,0,0,21,0,2,0,4,0,0,1,0,0,1,5,1,9.3999996,30.584311,23.083757,2,46.167515,30.008884,1,10.572312,39038.84
2364,1,0,0,0,27,1,1,0,3.3599999,0,0,0,0,0,1,5.9000001,1,7.9000001,51.307049,17.607424,2,35.214848,22.88965,0,10.66681,42907.848
2365,0,0,0,0,21,0,2,0,3.1800001,0,0,0,0,0,1,5.9000001,0,10.2,66.769142,19.566799,2,39.133598,25.436838,0,10.063919,23480.348
2366,1,0,0,0,26,0,2,0,2.8800001,1,0,0,0,1,1,4.6999998,0,9,71.314056,48.457901,2.5,121.14475,78.744087,0,11.679579,118134.46
2367,1,0,1,0,22,0,4,1,2.8499999,0,1,0,0,0,0,6.4000001,1,7.9000001,77.619003,51.882164,2,103.76433,67.446815,0,9.9144192,20219.832
2368,1,0,1,0,24,0,1,1,2.5699999,1,0,0,0,0,1,4,1,6.5999999,95.311104,35.635506,2.5,89.08876,57.907696,0,10.292294,29504.367
2369,0,0,0,0,28,1,3,0,3.45,1,0,0,0,0,1,8.1000004,1,2.8,68.811417,32.00174,2.5,80.004349,52.002827,0,11.550092,103786.55
2370,0,0,0,1,24,0,3,0,3.78,1,0,0,0,0,1,4.1999998,1,8.1000004,54.267975,31.171967,2.5,77.929916,50.654446,0,11.099407,66131.945
2371,1,0,0,0,23,0,3,0,2.95,0,0,1,0,1,1,5.1999998,1,5.0999999,46.253937,30.493038,2,60.986076,39.640949,1,12.166511,192242.06
2372,0,0,0,0,22,0,4,0,3.2,0,1,0,0,0,1,5.9000001,1,5.8000002,60.311993,60.096901,2,120.1938,78.125969,0,11.207967,73715.383
2373,1,0,0,0,27,0,2,1,3.1400001,1,0,0,0,0,0,4.4000001,0,8.1999998,84.797218,34.055542,2.5,85.138855,55.340256,0,11.281854,79368.25
2374,1,0,1,0,28,1,2,0,3.9200001,0,0,1,0,0,1,4.1999998,1,6.4000001,53.451534,27.545631,2,55.091263,35.809322,0,9.7038918,16381.235
2375,1,0,0,0,30,0,4,1,3.8399999,0,0,1,0,0,1,4.3000002,1,8,0,13.953649,2,27.907297,18.139744,0,10.276041,29028.723
2376,1,0,0,0,23,0,3,0,3.1900001,0,0,0,0,1,1,6.5999999,1,4.5,32.257427,33.419704,2,66.839409,43.445618,0,11.147424,69384.844
2377,0,0,0,0,22,0,4,0,3.6199999,0,0,0,1,0,0,6,0,8.3999996,41.148434,49.250637,2,98.501274,64.025826,1,10.235291,27869.592
2378,0,0,0,0,26,1,2,1,4,1,0,0,0,0,0,4.4000001,1,8.3999996,74.464294,32.808823,2.5,82.022057,53.314339,0,12.026714,167161.27
2379,1,0,0,1,24,0,2,1,2.95,0,1,0,0,1,1,7.3000002,1,11.7,73.932281,69.812744,2,139.62549,90.756569,1,8.5529613,5182.0776
2380,1,0,0,0,21,0,4,0,4,0,0,0,0,0,1,5.9000001,0,6.5,31.130749,22.937952,2,45.875904,29.819338,0,11.435483,92548.023
2381,1,0,0,0,26,0,2,0,3.3699999,1,0,0,0,0,0,6.4000001,1,5.9000001,63.565208,34.56279,2.5,86.406975,56.164536,1,10.328694,30598.135
2382,0,0,0,0,25,0,2,0,3.9300001,0,0,0,1,0,1,4.6999998,1,5.0999999,87.702629,45.135315,2,90.27063,58.675911,0,10.159128,25825.771
2383,1,0,0,0,28,1,3,0,3.27,0,1,0,0,1,1,6.8000002,0,5.1999998,80.141937,71.63501,2,143.27002,93.125511,0,10.966266,57888.016
2384,0,0,0,0,22,0,1,1,3.9000001,1,0,0,0,0,1,6.3000002,0,8.6000004,73.565598,30.613119,2.5,76.532799,49.746319,1,10.09898,24318.191
2385,1,0,0,0,27,0,4,0,3.1900001,1,0,0,0,0,1,6.3000002,1,7.9000001,34.527691,29.007402,2.5,72.518509,47.137032,0,10.211575,27216.387
2386,1,1,0,0,29,1,4,0,3.71,0,1,0,0,1,0,5.1999998,0,9.6000004,96.43985,72.596939,2,145.19388,94.376022,0,10.657178,42496.539
2387,0,0,0,0,29,0,1,1,3.3399999,0,1,0,0,1,1,7.8000002,1,5.3000002,87.524292,70.312653,2,140.62531,91.406448,1,12.259124,210896.72
2388,1,0,0,0,25,1,1,0,2.73,0,0,1,0,0,0,4.9000001,1,5.8000002,54.542538,21.896282,2,43.792564,28.465166,0,11.363139,86089.195
2389,1,0,0,0,25,0,3,1,2.8199999,0,0,0,0,0,0,3.2,1,5.5,93.168571,19.892406,2,39.784813,25.860128,0,11.046701,62736.672
2390,0,0,0,0,26,1,4,1,3.27,0,0,1,0,0,0,5.8000002,0,11.3,45.130959,26.183973,2,52.367947,34.039165,1,12.04897,170923.3
2391,0,0,0,0,21,1,3,0,3.0599999,0,0,0,0,0,1,4.9000001,0,7,60.073849,26.942263,2,53.884525,35.02494,1,8.918745,7470.708
2392,1,0,0,0,27,1,1,1,3.4100001,0,1,0,0,0,1,5.0999999,0,7.6999998,87.73278,50.822464,2,101.64493,66.069206,0,11.6921,119622.9
2393,1,0,0,0,21,0,4,1,3.47,0,0,1,0,1,1,5.5,0,7.5999999,81.868004,34.768242,2,69.536484,45.198715,0,11.445214,93453.031
2394,0,0,0,0,24,1,3,0,3.5,0,0,1,0,0,1,4.3000002,1,9.3000002,21.495365,22.908369,2,45.816738,29.78088,1,10.262969,28651.727
2395,0,0,0,0,24,0,2,0,3.02,0,0,1,0,0,1,3.5,0,6.8000002,73.512917,19.438728,2,38.877457,25.270348,0,10.760779,47135.391
2396,0,0,0,0,26,0,2,1,3.6099999,1,0,0,0,0,1,3.3,1,4.4000001,112.4361,35.412643,2.5,88.531609,57.545547,0,12.478925,262741.19
2397,0,1,0,0,27,0,2,0,3.6099999,0,1,0,0,0,0,5.6999998,1,2.9000001,85.487045,60.027275,2,120.05455,78.035461,0,11.90251,147636.69
2398,0,1,0,0,22,0,2,0,2.3399999,1,0,0,0,0,0,5.4000001,0,8.3999996,70.144524,34.951939,2.5,87.379845,56.796898,0,10.415376,33368.77
2399,1,0,0,0,27,0,1,1,4,0,1,0,0,1,1,6.9000001,0,6.5,147.4948,72.359856,2,144.71971,94.06781,0,11.330519,83326.234
2400,1,0,0,0,21,1,1,0,3.8800001,1,0,0,0,0,0,4,1,6.0999999,94.692993,41.246582,2.5,103.11646,67.025696,0,9.9774351,21535.006
2401,1,0,0,0,23,0,3,1,2.6300001,1,0,0,0,0,1,2.5,1,12.2,86.206657,30.945742,2.5,77.364357,50.286831,1,11.884844,145051.45
2402,1,0,0,0,24,0,3,0,3.5599999,0,0,1,0,1,1,5.6999998,1,3.8,67.170593,38.963284,2,77.926567,50.652267,0,10.469431,35222.168
2403,0,0,0,0,30,0,1,1,3.0899999,0,1,0,0,1,1,4.9000001,1,8.1999998,103.96746,75.993835,2,151.98767,98.791985,0,10.134863,25206.645
2404,0,0,0,0,25,0,3,1,3.76,1,0,0,0,1,0,6.6999998,1,9.6999998,36.167919,43.42202,2.5,108.55505,70.560783,1,10.20822,27125.229
2405,1,1,0,0,24,0,3,1,3.48,0,0,0,1,1,1,4.8000002,0,3.7,82.098198,52.595467,2,105.19093,68.374107,1,12.977938,432759.63
2406,1,0,0,0,27,1,1,0,3.46,0,0,0,0,1,1,5.1999998,1,5.5999999,54.123894,24.710081,2,49.420162,32.123104,0,12.566333,286740.47
2407,0,0,0,0,21,0,2,0,3.05,0,0,0,0,0,0,6.4000001,0,6.9000001,60.216202,21.594376,2,43.188751,28.072689,0,11.95763,156002.94
2408,0,0,0,0,23,1,2,0,2.45,0,0,1,0,1,1,7.1999998,1,7.9000001,73.132347,37.154198,2,74.308395,48.300457,1,10.046537,23075.746
2409,1,0,0,0,23,0,4,0,3.3900001,0,1,0,0,1,1,6.6999998,1,6.0999999,87.007629,72.817429,2,145.63486,94.662659,1,9.2202845,10099.937
2410,0,0,0,0,27,0,2,1,3.3299999,0,0,0,0,0,1,4.5999999,1,4.5999999,50.79953,16.873741,2,33.747482,21.935863,0,11.693279,119764.1
2411,0,0,0,0,25,0,2,1,3.8099999,1,0,0,0,0,0,2.5,0,9.8999996,35.26759,32.89822,2.5,82.245552,53.45961,1,11.912628,149138.13
2412,1,0,0,0,27,0,3,0,3.47,0,0,0,0,1,0,2.5,0,6,22.390863,35.975574,2,71.951149,46.768246,0,10.125294,24966.588
2413,1,0,0,0,21,1,3,1,3.5,1,0,0,0,0,1,5.9000001,0,7.5999999,38.404068,28.538866,2.5,71.347168,46.37566,0,10.989715,59261.469
2414,0,0,1,0,21,0,1,0,3.0899999,0,0,0,1,0,1,5,1,9.6000004,70.644798,37.639271,2,75.278542,48.931053,0,11.721107,123143.61
2415,1,0,0,0,25,0,2,0,3.3199999,0,0,0,1,0,1,5.0999999,1,7.5999999,44.398254,37.6278,2,75.2556,48.916142,1,11.405012,89770.539
2416,0,0,0,0,21,0,4,1,3.51,0,1,0,0,0,0,6,1,6.1999998,80.703636,63.895382,2,127.79076,83.063995,0,11.979483,159449.52
2417,0,0,0,0,27,0,4,1,3.1600001,1,0,0,0,0,1,6.4000001,1,7.4000001,39.06675,33.96106,2.5,84.902649,55.186722,0,11.430061,92047.617
2418,0,0,0,0,24,0,1,1,4,0,0,0,1,0,1,6.5,1,6.1999998,91.951889,37.368561,2,74.737122,48.579128,1,12.263487,211818.89
2419,0,0,0,0,22,0,4,1,3.48,0,0,0,0,0,1,5.0999999,0,11,21.997963,14.504576,2,29.009151,18.855949,0,11.03531,62026.055
2420,1,0,0,0,22,1,2,0,3.3,0,0,0,0,1,1,4.3000002,1,4.8000002,17.161808,32.5084,2,65.0168,42.260921,1,11.61803,111082.63
2421,1,0,0,0,24,0,2,0,2.8800001,0,1,0,0,1,1,5.3000002,0,8.1000004,100.00693,76.743805,2,153.48761,99.766945,1,12.494575,266885.38
2422,1,0,0,0,26,1,2,0,2.8399999,0,0,0,1,0,0,6.3000002,1,7.9000001,66.368408,45.175369,2,90.350739,58.727982,1,12.13637,186534.17
2423,1,0,0,0,26,1,3,1,2.6199999,0,0,1,0,0,1,3.9000001,1,10.5,73.445793,18.205894,2,36.411789,23.667664,0,9.2463427,10366.582
2424,1,0,1,0,23,1,4,1,2.9200001,0,0,0,1,0,0,6.5,0,6.6999998,48.736229,42.581802,2,85.163605,55.356342,0,9.4628906,12873.042
2425,0,0,0,0,23,0,3,1,2.96,0,1,0,0,0,0,3.7,1,6.5999999,76.117233,54.903168,2,109.80634,71.374115,1,12.180904,195029.17
2426,1,0,0,0,21,1,4,0,3.02,0,0,0,0,0,0,4.5,0,8.8999996,21.430431,22.451532,2,44.903065,29.186993,0,10.660506,42638.219
2427,0,0,0,0,27,0,4,0,3.97,0,0,0,0,0,1,6,1,6.0999999,38.731972,20.115711,2,40.231422,26.150425,0,11.407655,90008.086
2428,0,0,0,0,27,1,1,0,3.6800001,0,0,0,0,0,1,4.9000001,1,14,45.6166,21.732502,2,43.465004,28.252253,0,10.650457,42211.898
2429,0,0,0,0,23,0,3,1,3.4300001,0,1,0,0,0,1,6.0999999,1,6.8000002,58.305244,50.626026,2,101.25205,65.813835,1,10.268788,28818.947
2430,1,0,0,0,26,0,3,1,3.24,1,0,0,0,0,1,5,1,6.6999998,55.106541,27.189312,2.5,67.973282,44.182632,1,11.865904,142330.03
2431,0,0,0,0,24,0,4,0,2.9300001,0,0,0,1,0,1,5.8000002,1,6.9000001,48.346424,40.164314,2,80.328629,52.213608,0,10.627344,41247.434
2432,1,0,0,0,26,0,3,1,3.8099999,1,0,0,0,0,1,4.5,1,5.6999998,54.680775,31.882805,2.5,79.707016,51.809559,1,12.477626,262400.13
2433,0,0,0,0,27,0,4,0,3.8299999,0,0,0,0,0,1,5.5,1,5.1999998,17.690796,26.135014,2,52.270027,33.975517,1,12.594709,294993.75
2434,0,0,1,0,26,0,2,0,3.26,0,0,0,0,1,1,5.9000001,1,12.6,66.097862,33.29763,2,66.595261,43.286919,0,10.839573,50999.59
2435,0,1,0,0,27,0,3,0,3.95,1,0,0,0,0,1,5.1999998,0,6.9000001,58.094555,34.101303,2.5,85.253258,55.414619,0,11.019788,61070.719
2436,0,1,0,0,21,1,1,1,3.1199999,0,0,0,0,1,0,6,1,14,66.487984,35.764759,2,71.529518,46.494186,0,11.048732,62864.18
2437,0,1,0,0,27,0,2,0,2.8299999,0,1,0,0,0,1,4.0999999,1,11.5,85.544945,62.261623,2,124.52325,80.940109,0,10.758086,47008.617
2438,1,0,0,0,25,1,2,0,2.5599999,0,0,0,1,0,1,6.4000001,1,8.3999996,77.577019,43.414268,2,86.828537,56.438549,0,10.66153,42681.91
2439,0,0,0,0,22,0,1,0,3.3900001,1,0,0,0,0,0,6,0,5.8000002,61.251743,35.840584,2.5,89.601456,58.240948,1,12.212585,201306.81
2440,1,0,0,0,21,0,2,0,3.3299999,0,0,0,0,0,1,3.5999999,0,9.6000004,53.717571,24.285299,2,48.570599,31.570889,0,10.710773,44836.305
2441,1,0,0,0,30,1,4,0,2.1700001,0,0,0,0,0,1,6.5999999,1,7.6999998,38.218155,13.929208,2,27.858416,18.107969,0,11.542106,102961.02
2442,0,0,0,0,27,0,1,1,3.9200001,0,0,0,0,1,1,2.8,0,7.5,74.148117,37.157444,2,74.314888,48.304676,0,12.310052,221915.48
2443,0,1,0,0,24,0,4,1,3.6800001,0,0,0,0,0,1,4.5999999,1,6.5999999,15.035226,18.109236,2,36.218472,23.542007,1,8.3056345,4046.6089
2444,0,0,0,0,26,0,1,1,2.97,1,0,0,0,1,1,5.4000001,1,10.7,116.95484,40.682648,2.5,101.70662,66.109299,0,10.447602,34461.645
2445,0,0,0,0,22,0,1,1,2.4300001,0,0,0,0,0,1,5.8000002,1,6.9000001,91.574776,25.306732,2,50.613464,32.89875,1,12.166426,192225.75
2446,1,0,0,0,21,0,3,1,2.9200001,0,1,0,0,0,1,7.5,1,8.1000004,51.550823,62.483887,2,124.96777,81.22905,1,12.333177,227107.02
2447,0,0,0,0,25,0,3,1,3.51,0,1,0,0,1,0,4.1999998,0,8.6999998,65.039024,72.361755,2,144.72351,94.070282,0,12.41251,245858.13
2448,0,0,0,0,27,1,2,1,3.1800001,0,0,0,0,0,1,3.7,0,4.5,33.707748,22.631268,2,45.262535,29.420649,1,12.507962,270482.38
2449,1,0,0,0,22,1,1,0,3.28,0,0,1,0,0,1,5.6999998,0,4.6999998,65.544464,21.90802,2,43.81604,28.480427,0,10.570769,38978.648
2450,0,1,0,1,22,1,4,0,3.0699999,0,1,0,0,1,1,5.0999999,1,7.5,56.238098,68.068878,2,136.13776,88.48954,0,10.297024,29644.26
2451,0,1,0,0,22,0,4,0,3.3299999,0,0,0,0,0,1,5,0,10.2,16.838507,26.233986,2,52.467972,34.104183,1,11.140743,68922.867
2452,1,0,1,0,27,0,2,0,2.8900001,0,1,0,0,0,1,6.4000001,0,4.0999999,87.147781,59.410439,2,118.82088,77.233566,1,11.548068,103576.73
2453,0,0,0,0,27,0,3,1,3.28,1,0,0,0,0,1,6.3000002,1,6.4000001,90.885559,26.860926,2.5,67.152313,43.649002,1,11.994267,161824.31
2454,1,0,1,0,24,0,3,0,3.3800001,1,0,0,0,1,0,4.9000001,1,3.7,62.047058,45.482716,2.5,113.70679,73.909409,0,10.890298,53653.281
2455,1,0,0,0,26,0,3,0,3.3499999,0,1,0,0,0,0,5,0,6.9000001,64.301147,55.455685,2,110.91137,72.092392,1,10.074429,23728.416
2456,1,0,0,0,22,0,1,1,2.72,0,0,0,1,0,0,5,1,9.6999998,96.913467,39.767166,2,79.534332,51.697315,0,11.186616,72158.18
2457,1,0,0,0,24,1,2,0,2.8399999,0,0,0,1,0,1,5.5999999,0,8.3000002,90.963264,44.388134,2,88.776268,57.704575,1,12.350674,231115.69
2458,1,0,0,0,27,0,4,0,3.04,1,0,0,0,0,0,5,0,6.5,74.322563,32.760406,2.5,81.901016,53.235661,0,10.379823,32203.252
2459,1,0,0,0,22,0,4,0,2.26,0,0,0,0,1,1,4.0999999,0,7.8000002,42.467728,41.305904,2,82.611809,53.697678,0,9.6760616,15931.629
2460,0,0,0,0,25,1,1,0,2.9400001,0,1,0,0,0,1,5.6999998,0,10.4,103.54675,61.12199,2,122.24398,79.458588,0,11.027367,61535.324
2461,0,0,0,0,23,0,1,1,2.8599999,1,0,0,0,0,1,4.6999998,1,10,132.80396,23.196814,2.5,57.992035,37.694824,0,10.384586,32357.021
2462,1,0,0,0,24,0,3,0,3.46,1,0,0,0,1,1,4.0999999,1,4.6999998,54.503048,42.715744,2.5,106.78936,69.413086,0,10.319685,30323.703
2463,0,0,1,0,23,0,2,0,2.95,0,1,0,0,0,1,4.9000001,1,11.9,82.995003,62.78664,2,125.57328,81.622635,0,9.3909693,11979.705
2464,1,0,0,0,21,0,3,0,3.75,0,0,1,0,0,0,6.4000001,0,4.4000001,64.823372,22.115309,2,44.230618,28.749901,0,10.757405,46976.617
2465,0,1,0,0,24,1,3,1,3.27,1,0,0,0,1,1,4.3000002,0,9,83.078773,45.939335,2.5,114.84834,74.651421,0,10.715729,45059.035
2466,0,0,0,0,23,0,2,0,3.74,0,1,0,0,0,1,3.9000001,1,11.4,83.499565,54.435928,2,108.87186,70.766708,0,11.705598,121248.55
2467,0,0,0,0,24,1,1,1,3.6400001,0,0,0,1,0,0,8.1000004,0,10.9,94.41066,49.83535,2,99.6707,64.785957,1,9.4467049,12666.359
2468,1,0,0,0,23,1,4,0,2.9400001,0,0,0,1,0,1,5.8000002,0,7,.065180205,34.988243,2,69.976486,45.484715,0,12.551378,282484.31
2469,0,0,0,0,21,1,4,1,2.9000001,1,0,0,0,1,1,6.3000002,0,7.4000001,68.05806,45.769997,2.5,114.42499,74.376244,0,10.535629,37632.723
2470,1,0,0,0,21,1,3,1,3.4000001,0,0,0,0,0,1,5.6999998,1,3.0999999,4.4533496,18.719278,2,37.438557,24.335062,0,11.475208,96298.523
2471,1,0,0,0,21,0,1,1,3.0899999,1,0,0,0,0,0,6.4000001,1,9.6000004,90.908424,30.811789,2.5,77.029472,50.069157,1,11.312195,81813.281
2472,0,0,0,0,26,1,2,0,2.78,0,0,1,0,0,0,5.3000002,1,7.5,48.228184,25.722355,2,51.44471,33.43906,1,10.67449,43238.648
2473,1,0,0,1,24,0,1,0,3.75,0,0,0,0,0,1,5.1999998,1,11.6,65.368217,20.35693,2,40.71386,26.464008,0,12.259649,211007.56
2474,1,0,0,1,26,0,1,0,2.96,0,0,1,0,0,1,6,0,6.0999999,75.125488,19.905048,2,39.810097,25.876562,0,9.874404,19426.705
2475,0,0,0,0,25,0,4,0,3.3,0,0,1,0,0,0,6.0999999,1,4.1999998,21.676908,26.633204,2,53.266407,34.623165,0,10.221737,27494.381
2476,0,0,0,0,25,0,1,1,2.98,0,0,0,1,1,1,3.4000001,0,6.1999998,147.25284,51.310825,2,102.62165,66.704071,0,9.5619717,14213.844
2477,0,1,0,0,22,0,4,1,3.3800001,0,1,0,0,0,0,4.5999999,1,7.3000002,49.177589,58.118858,2,116.23772,75.55452,0,11.637188,113231.3
2478,1,0,0,0,25,0,1,0,2.51,0,0,0,0,0,1,4.9000001,1,5.8000002,80.986137,20.679806,2,41.359612,26.883747,0,9.8437967,18841.115
2479,0,0,0,0,21,0,3,0,3.79,0,0,0,0,0,0,5.5999999,1,5.8000002,46.562447,20.639048,2,41.278095,26.830761,0,9.840229,18774.016
2480,0,0,0,0,28,1,1,1,3.53,1,0,0,0,0,1,7.3000002,0,10,98.780098,37.037727,2.5,92.594315,60.186306,1,12.649597,311637.88
2481,1,0,0,0,21,0,4,1,2.75,0,0,0,1,0,1,5.5999999,1,10.2,83.681915,39.912567,2,79.825134,51.886337,0,11.087049,65319.734
2482,1,0,0,0,30,0,4,0,3.45,0,0,0,0,1,1,2.5999999,0,9,63.680237,31.296242,2,62.592484,40.685116,0,10.914249,54953.871
2483,0,0,0,0,25,1,3,0,3.9300001,0,0,0,1,0,0,7.0999999,1,10.9,19.600367,50.032883,2,100.06577,65.042747,1,12.878499,391796.97
2484,0,0,0,0,22,0,3,0,3.75,1,0,0,0,0,0,4.6999998,0,9.3000002,111.67062,42.40527,2.5,106.01318,68.908562,0,10.768281,47490.313
2485,1,1,0,0,25,0,1,1,3.22,1,0,0,0,0,0,4,1,7.1999998,78.048393,36.037247,2.5,90.093117,58.560524,1,11.427854,91844.625
2486,0,0,0,0,22,0,3,0,3.4100001,0,0,0,0,1,1,2.5,1,7.0999999,70.644615,38.457218,2,76.914436,49.994385,1,10.154846,25715.422
2487,1,0,0,0,23,0,1,0,3.8299999,0,0,1,0,0,0,6.5999999,1,5.9000001,56.880695,23.586487,2,47.172974,30.662434,0,10.90233,54302.762
2488,0,0,1,0,24,0,1,0,2.98,1,0,0,0,0,0,5.5,0,7.9000001,103.47746,39.306297,2.5,98.265747,63.872734,0,11.683103,118551.48
2489,1,0,0,0,25,0,1,1,2.45,1,0,0,0,0,1,6.5,1,6.9000001,64.626884,30.453156,2.5,76.132889,49.486378,0,11.72086,123113.31
2490,0,1,0,1,27,0,2,0,3.79,1,0,0,0,1,1,5.8000002,1,5.4000001,98.602135,41.469971,2.5,103.67493,67.388702,1,11.215957,74306.719
2491,1,0,0,0,26,0,1,0,3.54,0,0,0,0,0,1,3.9000001,1,2.8,77.082451,15.848471,2,31.696941,20.603012,0,9.8476791,18914.406
2492,0,0,0,0,24,0,1,0,3.29,0,1,0,0,0,0,3.0999999,1,7.9000001,71.464722,58.172638,2,116.34528,75.624428,0,11.672091,117253.26
