id,female,white,black,hispanic,asian,other_race,age_ba,firstgen,parent_income_q,parent_grad,ugpa,stem_major,bus_major,ed_major,socsci_major,selective_inst,public_ug,state_unemp,metro,state,ga_funding,ga_funding_adj,eta_ability,eta_taste,eta_prod,ga_dev,z_masters,p_masters,u_d,masters,ln_salary_0,te_masters,ln_salary_1,ln_salary,salary
4497,1,1,0,0,0,0,25,0,2,1,2.4655809,0,0,0,1,0,1,6.3862376,0,9,19.191916,19.191916,-1.2302088,-1.5321676,-.83473933,1.1919155,-3.7279234,.000096532021,.67125779,0,9.7813673,.052809633,9.834177,9.7813673,17700.838
7921,1,0,1,0,0,0,25,1,4,0,2.900727,0,1,0,0,1,0,4.9236422,1,9,21.744455,19.570009,.27809104,-.31579345,.30307999,1.5700092,.2092213,.58286226,.10442419,1,11.007223,.35846874,11.365692,11.365692,86309.258
7952,0,0,0,0,1,0,22,0,2,0,2.778935,1,0,0,0,0,1,6.6492553,1,9,16.514576,21.468948,-1.5691098,-1.4480406,-.96915656,3.4689484,-5.0251627,2.5150297e-07,.95502585,0,10.009691,.069452301,10.079144,10.009691,22240.967
5047,1,1,0,0,0,0,22,0,3,0,2.7704682,0,0,0,1,0,0,4.9846506,1,9,16.966677,16.966677,.64025998,.94871676,-.055731546,-1.0333233,.084071703,.53350031,.24264701,1,10.587199,.34618419,10.933383,10.933383,56015.461
4092,1,0,1,0,0,0,24,0,3,1,2.6868975,0,0,0,1,0,0,5.0693679,0,9,20.975986,20.975986,-.57576901,-.65419883,-.45186734,2.9759865,-1.3695997,.085405946,.22063534,0,10.220964,.17016187,10.391127,10.220964,27473.15
3656,1,1,0,0,0,0,25,1,2,1,2.88273,0,1,0,0,0,0,5.6031442,1,9,20.633255,18.569929,.86283058,-.57867229,.57723737,.56992912,-.27195999,.39282638,.036652621,1,11.09962,.45361108,11.553231,11.553231,104112.91
564,0,0,1,0,0,0,22,0,4,0,2.5131874,1,0,0,0,0,1,4.6863351,1,9,16.404932,21.32641,.56822383,.3634541,.70474964,3.3264103,2.7463934,.99698728,.57797605,1,11.484516,.3355881,11.820105,11.820105,135958.45
2322,0,1,0,0,0,0,25,1,2,0,2.6983118,0,0,0,1,0,1,8.0051451,0,9,12.942884,12.942884,-.47223347,-.48822019,-.03055414,-5.0571156,-2.878684,.0019966909,.41047207,0,10.583105,.19102457,10.77413,10.583105,39462.457
6842,0,0,0,0,1,0,22,0,3,0,3.0636091,1,0,0,0,0,1,5.5373521,1,9,18.856937,24.514017,1.3265382,.095774911,.08969523,6.5140171,8.6416101,1,.9557929,1,11.161332,.50178647,11.663118,11.663118,116205.84
128,1,0,1,0,0,0,24,0,4,0,3.0650749,0,0,0,1,0,1,7.7766161,1,9,18.423431,18.423431,.55983675,.14200582,.9573862,.4234314,.50320876,.69259125,.96539444,0,11.361202,.33127886,11.692481,11.361202,85922.609
7110,1,0,0,1,0,0,23,0,5,0,2.6641386,1,0,0,0,0,0,5.2917333,0,9,20.01635,26.021254,.92086399,.54382586,.8867982,8.0212536,8.4458532,1,.82250845,1,11.503101,.40886837,11.91197,11.91197,149040.02
4967,0,1,0,0,0,0,23,0,2,0,2.7761729,1,0,0,0,0,1,6.0526934,1,9,17.339281,22.541065,.036490176,.88246435,.78840423,4.5410652,2.2367525,.98734874,.85585481,1,11.319403,.2544755,11.573878,11.573878,106284.88
5534,1,0,0,0,1,0,23,0,2,1,2.7305715,0,0,0,1,1,1,5.6025438,1,9,19.632334,19.632334,.98088241,1.5531249,.72083783,1.6323338,4.1149569,.99998063,.20384125,1,11.172559,.39455262,11.567111,11.567111,105568.05
4277,0,1,0,0,0,0,25,0,5,0,2.7332885,0,0,0,1,0,1,4.9084339,1,9,21.928043,21.928043,1.6706668,1.8264003,1.4198263,3.9280434,7.9889998,1,.81263,1,11.911345,.49174306,12.403088,12.403088,243552.45
3283,1,1,0,0,0,0,25,1,4,0,3.0400977,0,0,0,1,0,1,6.3729267,0,9,20.189579,20.189579,-.10358322,.11474202,-.073857069,2.189579,-.079942517,.4681415,.42347851,1,10.446022,.23513104,10.681153,10.681153,43527.723
3377,1,1,0,0,0,0,23,0,2,1,2.6741621,0,0,0,1,0,0,5.78194,0,9,19.764067,19.764067,-.73883355,.79087037,-.37483352,1.7640667,-.3047519,.38027754,.14467756,1,10.110847,.1045427,10.21539,10.21539,27320.434
5953,1,1,0,0,0,0,25,1,3,0,3.0485461,0,0,0,1,0,1,7.4749436,0,9,19.061184,19.061184,.90725571,1.2112497,.78960353,1.0611839,1.9992151,.97720748,.14725883,1,10.990084,.36851668,11.358601,11.358601,85699.359
4354,0,1,0,0,0,0,23,0,4,0,2.6226954,1,0,0,0,0,1,5.9387717,1,9,20.868078,27.1285,1.7454174,.44797727,1.6371493,9.1285,14.320635,1,.51767212,1,12.230498,.55482489,12.785323,12.785323,356940.06
7064,0,1,0,0,0,0,23,0,2,0,2.6779287,0,0,0,1,0,1,6.2334852,1,9,20.231365,20.231365,-1.1538547,-.44971702,-1.3754354,2.2313652,-2.8925562,.0019106041,.74464691,0,9.6060543,.072525136,9.6785793,9.6060543,14854.443
5968,1,1,0,0,0,0,26,0,4,0,2.6542034,0,0,0,1,0,1,5.7889113,1,9,19.077543,19.077543,1.7635958,1.1460453,1.7079674,1.0775433,3.3431385,.99958581,.47695005,1,11.970263,.49429449,12.464557,12.464557,258993.09
1460,1,0,0,1,0,0,27,0,3,1,2.9019742,1,0,0,0,1,0,7.1390319,0,9,22.097548,28.72681,.47905743,-.28738517,.40902299,10.72681,7.4315996,1,.6335091,1,11.165376,.37647936,11.541855,11.541855,102935.19
3149,0,1,0,0,0,0,23,0,2,0,2.1899586,0,0,1,0,0,1,4.9179554,0,9,18.78009,20.6581,-.91259581,-.16606629,-.82134157,2.6581001,-2.1180966,.017083444,.58016241,0,9.6792574,.19699416,9.8762512,9.6792574,15982.624
7292,1,0,1,0,0,0,23,0,2,1,2.6875141,0,0,0,1,0,0,5.73629,1,9,19.434984,19.434984,.26303217,.25534952,-.027490076,1.4349842,.94325149,.82722384,.40690559,1,10.461607,.24455717,10.706164,10.706164,44630.125
6973,0,1,0,0,0,0,26,0,3,0,2.8002527,1,0,0,0,1,1,4.3717642,0,9,21.951468,28.536907,-1.6149691,-1.568265,-1.5599527,10.536907,-9.3381586,4.9011998e-21,.83382791,0,9.7081327,.088985898,9.7971182,9.7081327,16450.855
5016,0,1,0,0,0,0,23,0,3,0,2.8814306,0,0,0,1,0,0,6.807858,0,9,20.679907,20.679907,.094842903,-.6779393,.034506515,2.6799068,-.35217714,.3623527,.467787,0,10.597,.27582827,10.872828,10.597,40014.617
3091,1,1,0,0,0,0,22,1,5,0,2.6228151,0,0,0,1,0,0,6.4219708,1,9,17.948053,17.948053,-1.0856614,-1.3559073,-.71894443,-.05194664,-3.0431521,.0011705699,.08292155,0,9.9814243,.079663105,10.061088,9.9814243,21621.086
7216,1,1,0,0,0,0,23,0,3,0,2.7787981,0,1,0,0,0,1,5.1794615,1,9,21.600456,19.440411,-.0088848397,.35140675,-.12117451,1.4404106,.17250323,.56847906,.88123202,0,10.659053,.26834297,10.927396,10.659053,42576.293
7009,0,0,0,1,0,0,23,0,1,1,2.7841017,1,0,0,0,1,1,6.5096016,1,9,19.720385,25.636499,1.0302799,.33114862,.73089343,7.6364994,8.8009672,1,.59609437,1,11.506222,.47417933,11.980401,11.980401,159596.02
1909,1,1,0,0,0,0,25,0,2,0,2.7832334,0,1,0,0,0,1,7.0366697,1,9,19.742496,17.768246,1.4696796,.62020099,1.0266594,-.2317543,.463139,.67836761,.31952405,1,11.606663,.52146655,12.128129,12.128129,185003.31
3700,0,0,0,0,1,0,23,0,4,0,2.8605106,0,0,0,1,0,1,5.748497,0,10,19.170696,19.170696,-.34935209,-.24438998,-.17887603,1.1706963,-.89915162,.18428595,.86157066,0,10.554174,.21398097,10.768155,10.554174,38337.141
4557,1,0,1,0,0,0,22,1,4,0,3.0530629,1,0,0,0,1,1,5.0062308,1,10,19.961655,25.95015,.042751741,.47337705,-.42764953,7.9501495,3.9363437,.99995863,.14690709,1,10.609472,.31139892,10.920871,10.920871,55318.949
2974,0,1,0,0,0,0,24,1,4,0,2.7608981,0,0,0,1,1,1,6.5815773,1,10,20.744989,20.744989,-1.2293235,-.39923453,-.82011038,2.7449894,-2.9414694,.0016332954,.30639586,0,10.115866,.10474548,10.220612,10.115866,24732.309
1353,0,0,0,0,1,0,23,0,4,0,3.0600092,0,1,0,0,0,1,4.9456191,1,10,20.024149,18.021734,.38104078,.97758079,.37108478,.021734238,.88282323,.81133413,.56048203,1,11.284327,.32995343,11.61428,11.61428,110666.87
1368,0,1,0,0,0,0,25,0,3,0,2.7107198,0,0,1,0,1,1,5.6677513,0,10,21.880962,24.069059,-1.3940822,-1.3407294,-.87407207,6.0690594,-5.3864198,3.5937493e-08,.97221547,0,9.8976431,.16691856,10.064562,9.8976431,19883.451
3220,0,1,0,0,0,0,25,0,4,0,2.3733604,0,0,0,1,0,1,5.7911286,1,10,18.62434,18.62434,-1.9206177,-.53079373,-1.9075229,.62434006,-3.409847,.00032499662,.96275258,0,8.9836912,-.08326894,8.9004221,8.9836912,7972.0044
3694,1,0,0,0,0,1,23,0,4,0,2.402317,1,0,0,0,1,1,5.8225336,1,10,22.375887,29.088652,-.8187651,-.72426802,-.63529283,11.088652,-2.6668308,.0038285109,.78418034,0,10.381541,.21607031,10.597611,10.381541,32258.643
2223,0,1,0,0,0,0,22,0,3,0,2.5187962,0,0,0,1,0,1,6.7158914,1,10,17.194075,17.194075,-.16818331,.73325264,.032699168,-.80592537,-.48523474,.31375492,.35686654,0,10.747854,.20792937,10.955784,10.747854,46530.078
2790,1,0,0,0,1,0,22,1,3,1,2.855494,0,0,0,1,0,0,7.5707412,0,10,19.646805,19.646805,-1.3361751,-.61656255,-.99171388,1.6468048,-2.7231896,.0032327471,.73610681,0,9.6569529,.0461579,9.7031107,9.6569529,15630.085
45,0,0,1,0,0,0,25,0,3,0,2.4472582,0,0,0,1,0,0,8.5814581,0,10,21.136604,21.136604,-2.1439469,-1.7156683,-1.7620766,3.1366043,-7.3214583,1.2264523e-13,.71215278,0,9.0937967,-.126857,8.9669399,9.0937967,8899.9121
224,0,0,0,0,1,0,23,0,3,0,2.7939036,0,1,0,0,1,0,5.2162375,1,10,17.170486,15.453438,-.11874363,-.49599111,.21771093,-2.5465622,-1.8838854,.029790241,.44176286,0,11.045751,.33368689,11.379437,11.045751,62677.051
5405,0,0,1,0,0,0,23,0,4,1,2.6559994,0,0,0,1,0,1,5.9849854,1,10,18.024799,18.024799,1.6864481,1.3591518,1.432013,.024799347,2.3744941,.9912135,.73581862,1,11.772891,.48822415,12.261115,12.261115,211317.09
4178,1,1,0,0,0,0,23,0,4,0,2.6107237,0,0,0,1,0,0,4.4379034,1,10,20.515444,20.515444,.83470351,.086336836,.90796202,2.5154438,2.3129065,.98963612,.064974919,1,11.147715,.33249027,11.480205,11.480205,96780.867
270,1,0,0,0,0,1,26,1,2,0,3.07706,0,0,0,1,1,1,6.7996254,1,10,20.433212,20.433212,1.1372631,.82408684,.16378526,2.4332123,3.7364295,.99990666,.86028248,1,10.798313,.43978068,11.238093,11.238093,75969.969
2763,0,0,0,0,1,0,22,1,2,0,2.7008476,1,0,0,0,1,0,5.7430029,0,10,22.443895,29.177063,.39364636,.23169754,.21091202,11.177063,7.0567794,1,.21710344,1,11.041815,.35117176,11.392986,11.392986,88697.438
1607,1,1,0,0,0,0,24,0,4,0,2.9141119,0,1,0,0,0,0,4.9501433,1,10,19.029837,17.126852,-1.0805423,-.1787755,-.44960982,-.87314796,-1.3767437,.084295757,.49694341,0,10.425299,.1301851,10.555484,10.425299,33701.535
7036,1,0,0,0,1,0,24,0,4,0,2.9978623,0,0,1,0,0,1,6.0150018,0,10,17.303804,19.034185,.66425371,1.0172421,.48017949,1.0341854,2.4482124,.99282163,.75791532,1,10.954156,.43026587,11.384421,11.384421,87940.992
3646,1,0,0,0,0,1,23,1,2,0,3.0128629,0,1,0,0,0,1,6.3068771,1,10,19.041845,17.137661,-.37963,-.45779249,-.33383074,-.86233902,-1.9062463,.028309129,.97221911,0,10.299243,.27102143,10.570265,10.299243,29710.119
285,0,1,0,0,0,0,24,1,2,0,2.6645465,0,1,0,0,0,1,5.8551989,1,10,19.823408,17.841066,.2657319,.30396992,.48994085,-.15893364,-.93691051,.1744023,.072456308,1,11.151423,.34735814,11.498781,11.498781,98595.531
6181,1,1,0,0,0,0,22,0,5,0,2.6543639,1,0,0,0,0,1,5.1846824,1,10,19.041544,24.754005,-.8299908,-.90983874,-.88863897,6.7540054,-2.5547469,.0053132521,.39473453,0,10.255136,.19629592,10.451432,10.255136,28428.189
7018,0,1,0,0,0,0,23,1,2,0,2.3454952,0,0,0,1,0,0,6.600461,0,10,18.505583,18.505583,.4609983,-.13766158,.72704637,.50558281,-1.0313642,.15118504,.61850882,0,10.977799,.32918781,11.306987,10.977799,58559.547
5396,0,0,0,0,0,1,22,0,4,0,2.6208169,1,0,0,0,0,0,5.2369976,1,10,17.246485,22.420429,1.189082,.079496756,.73705143,4.4204292,5.2794776,.99999994,.37758121,1,11.36844,.44477093,11.81321,11.81321,135024.36
2870,0,0,0,0,0,1,25,0,4,0,2.8835967,1,0,0,0,1,1,4.5208292,1,10,21.38896,27.805647,.1383632,-.83859593,.1898765,9.8056469,3.7304432,.99990445,.74289632,1,11.179913,.31225008,11.492163,11.492163,97945.133
4640,1,1,0,0,0,0,22,0,2,0,2.8996544,0,0,0,1,0,0,7.1948838,0,10,19.436069,19.436069,1.1322137,.92592937,1.2553279,1.4360695,2.5669572,.99487025,.39441109,1,11.429573,.39946118,11.829034,11.829034,137177.89
5927,1,0,0,1,0,0,27,0,4,0,2.6567502,0,0,0,1,1,1,6.776082,1,10,21.678988,21.678988,-.63083345,.043326508,-.58417642,3.6789875,-.73629779,.23077475,.08385998,1,10.136676,.17892142,10.315598,10.315598,30200.01
719,1,1,0,0,0,0,23,0,3,0,2.5181108,0,0,0,1,0,0,6.2964292,0,10,20.925516,20.925516,.024627572,-.53327972,-.32211667,2.9255161,-.31099504,.37790221,.4373889,0,10.244688,.24471012,10.489398,10.244688,28132.705
5084,1,1,0,0,0,0,24,0,2,0,2.6147871,1,0,0,0,0,1,7.0107179,1,10,23.148794,30.093431,1.3704183,.93701124,.92024231,12.093431,16.099871,1,.38192296,1,11.484237,.49333432,11.977571,11.977571,159145.08
3440,1,1,0,0,0,0,23,1,4,0,2.5042324,1,0,0,0,1,0,5.6513157,0,10,17.759226,23.086992,-.94049096,-.45552078,-.36317387,5.0869923,-2.6156685,.0044526481,.94092429,0,10.485598,.19409046,10.679688,10.485598,35796.223
2917,1,1,0,0,0,0,24,0,5,0,2.4119048,0,0,0,1,0,1,7.4943604,0,10,18.60935,18.60935,.33626226,.24233976,.20538288,.6093502,-.04410604,.48240992,.70270586,0,10.720719,.28655571,11.007275,10.720719,45284.465
6494,1,1,0,0,0,0,22,0,3,1,2.757282,0,0,1,0,0,0,4.352705,0,10,22.271334,24.498468,-.25960371,-.39343181,.15542598,6.4984684,1.029989,.84849244,.6532039,1,10.616382,.25315467,10.869536,10.869536,52550.844
468,0,0,1,0,0,0,23,0,2,0,3.0288217,0,0,0,1,0,0,6.910059,1,10,19.303415,19.303415,-.1946796,-.13246295,-.14152692,1.3034153,-.55377603,.28986606,.73820215,0,10.552365,.23561256,10.787978,10.552365,38267.848
3550,0,1,0,0,0,0,22,1,3,0,2.4261084,0,0,0,1,0,1,5.1920533,1,10,15.729795,15.729795,.15224914,.024463888,.054820273,-2.2702045,-2.1901553,.014256489,.50390375,0,10.624895,.30422404,10.929119,10.624895,41146.539
7993,1,1,0,0,0,0,24,1,4,0,2.906184,0,0,1,0,0,0,7.6623812,1,10,17.978689,19.776558,.017947901,.11276197,-.74618286,1.7765579,.51681894,.69735873,.096116923,1,9.9271717,.32546082,10.252632,10.252632,28357.084
1434,1,0,0,1,0,0,23,1,4,0,2.9614513,0,0,0,1,1,1,8.3048944,1,10,24.226532,24.226532,.45960197,-.030833278,.18720901,6.226532,4.0962262,.99997902,.44315431,1,10.648243,.30839884,10.956642,10.956642,57333.602
4900,0,0,0,0,1,0,23,0,4,0,2.9270651,0,0,0,1,0,1,6.4842219,1,10,20.193644,20.193644,1.5458781,.86046481,1.2856325,2.1936436,4.5073013,.99999672,.54629254,1,11.887587,.47809955,12.365686,12.365686,234611.55
3370,1,0,0,0,0,1,22,0,3,1,2.176389,1,0,0,0,0,1,6.2990022,1,10,17.378582,22.592155,-.04727035,.16192704,-.07300663,4.5921555,1.4215024,.9224146,.10976864,1,10.640393,.22171262,10.862106,10.862106,52161.832
1001,1,0,0,0,1,0,24,1,3,0,2.7962942,0,0,0,1,1,1,6.0631366,1,10,22.07666,22.07666,.60014868,.91630429,.61983025,4.0766602,4.1131778,.99998051,.28468496,1,11.269378,.32900903,11.598387,11.598387,108921.94
4223,0,0,1,0,0,0,25,0,2,0,2.9910638,1,0,0,0,0,1,8.4204988,1,10,15.594814,20.273258,-.36398318,-.12657802,-.28239986,2.2732582,-.53494912,.29634252,.58135831,0,10.654355,.26640213,10.920757,10.654355,42376.746
1592,1,1,0,0,0,0,23,0,4,0,2.4948542,0,0,0,1,1,1,6.7973776,1,10,20.690468,20.690468,.2795848,-.39434233,.20345739,2.6904678,.84041321,.79966164,.78270245,1,10.81881,.27486524,11.093675,11.093675,65753.93
802,1,0,0,1,0,0,23,1,3,0,2.9368908,1,0,0,0,1,0,5.798842,1,10,19.748682,25.673286,2.1947229,2.0563014,1.3764826,7.6732864,16.728151,1,.87855965,1,11.977704,.68882394,12.666528,12.666528,316959
4251,1,1,0,0,0,0,22,0,3,0,2.6927743,0,0,0,1,1,1,5.2213125,1,10,21.430584,21.430584,-.18654013,.029763386,-.30648556,3.430584,.54166859,.70597661,.99121952,0,10.342031,.2142016,10.556233,10.342031,31008.961
3722,0,0,0,1,0,0,23,0,3,0,2.9220352,0,0,0,1,1,1,6.7625165,1,10,23.060015,23.060015,-.68238091,-.45117161,-.68616599,5.0600147,-1.3936932,.081705131,.25825283,0,10.028347,.19426329,10.22261,10.028347,22659.785
3854,1,1,0,0,0,0,23,1,4,1,2.8709004,0,0,0,1,0,1,5.9657507,1,10,20.613716,20.613716,1.4980656,1.1375092,.71960139,2.6137161,5.2879286,.99999994,.98069561,1,11.136185,.46684733,11.603032,11.603032,109429.1
2301,1,1,0,0,0,0,25,0,2,0,3.0502074,0,0,0,1,1,0,8.310708,0,10,22.020437,22.020437,-.60995418,-.41796181,-.18590455,4.0204372,-1.2660103,.1027547,.45952654,0,10.313357,.21709979,10.530457,10.313357,30132.432
3027,1,0,0,1,0,0,24,0,2,0,2.9303985,0,0,1,0,1,1,7.2128897,1,10,17.962643,19.758907,.42585102,-.80370057,-.084029153,1.7589073,.68098879,.75206071,.96930665,0,10.4293,.42565766,10.854958,10.4293,33836.668
7049,1,1,0,0,0,0,23,1,3,1,3.0817266,0,0,0,1,0,1,6.1955824,1,10,21.535555,21.535555,.66262358,.32695901,1.013901,3.5355549,3.2784829,.99947816,.84977692,1,11.439641,.33130777,11.770948,11.770948,129436.85
3373,1,1,0,0,0,0,23,0,4,1,2.3520336,0,1,0,0,0,1,5.929687,1,10,20.978037,18.880232,-1.3701268,-1.7542243,-1.7616063,.88023186,-3.8776338,.000052738658,.95104551,0,9.3736191,.05981268,9.4334316,9.3736191,11773.647
5282,1,1,0,0,0,0,24,0,2,1,2.7379224,1,0,0,0,1,0,5.312356,1,10,18.295862,23.78462,-.030256962,-.39292926,-.28245476,5.7846203,1.8419374,.96725786,.28505912,1,10.660209,.27605122,10.93626,10.93626,56176.859
1352,1,0,0,0,1,0,25,0,3,0,2.9298887,0,1,0,0,0,1,7.4642453,1,10,20.04454,18.040087,-1.2662003,-.30766824,-1.0056248,.040086746,-1.830547,.033584096,.4438681,0,10.057839,.10714523,10.164985,10.057839,23338.027
481,0,0,0,0,1,0,25,0,4,1,2.6856701,0,0,0,1,1,1,5.1618891,1,10,19.668734,19.668734,-1.0622028,-.66954309,-.82149988,1.6687336,-1.8379017,.033038445,.86392373,0,10.332119,.12095636,10.453075,10.332119,30703.102
901,1,0,0,0,0,1,22,0,5,1,2.8313904,0,1,0,0,0,0,7.557941,1,10,19.934696,17.941227,1.8167949,.98706442,1.4857628,-.058773041,2.0176263,.97818488,.50136876,1,12.000271,.55211556,12.552386,12.552386,282769.19
4898,0,1,0,0,0,0,25,0,3,0,2.8468678,0,1,0,0,0,1,4.9807405,0,10,22.633924,20.370531,.33394781,-.2999745,.048724994,2.3705311,.23549001,.59308577,.030055439,1,10.773216,.33050945,11.103725,11.103725,66418.133
6145,1,0,0,1,0,0,25,0,2,0,2.7580824,0,0,1,0,1,1,7.3638101,1,10,18.594416,20.453857,-.83220577,.32686642,-.69146568,2.4538574,-.48914337,.31237009,.68011808,0,10.022512,.23492819,10.257441,10.022512,22527.959
7493,1,0,1,0,0,0,25,0,4,1,3.0828457,0,0,0,1,0,0,8.1412611,1,10,22.51417,22.51417,-1.1084803,-.20662361,-.80853319,4.5141697,-2.2329931,.012774698,.26309749,0,10.030294,.10726281,10.137557,10.030294,22703.955
5818,1,1,0,0,0,0,25,0,3,0,2.5602746,0,0,0,1,1,1,5.9916587,1,10,18.352644,18.352644,.14699166,.70796013,.21600929,.35264397,.52014089,.69851732,.045190383,1,10.802119,.26473346,11.066853,11.066853,64013.711
713,0,1,0,0,0,0,27,1,2,0,2.6935632,0,1,0,0,0,1,6.7263265,1,10,20.087999,18.079199,-1.411001,-2.4445128,-1.4735862,.079198837,-5.1704235,1.1678203e-07,.94232869,0,9.4887886,.071568444,9.5603571,9.4887886,13210.782
2442,0,1,0,0,0,0,24,0,3,0,2.7782764,0,1,0,0,0,0,6.0759401,1,10,22.316811,20.085129,.63133478,.83272135,.59412146,2.0851288,2.0072751,.97763979,.81364721,1,11.167215,.33902121,11.506237,11.506237,99333.391
662,0,1,0,0,0,0,22,0,5,0,2.5418227,0,0,0,1,0,1,6.0298038,1,10,20.868305,20.868305,-.043133885,.17649016,-.29328895,2.8683052,.49153239,.68847501,.68378913,1,10.294413,.19762839,10.492041,10.492041,36027.602
7637,1,0,0,0,1,0,25,0,3,0,2.5263066,0,0,0,1,1,1,4.3945866,0,10,20.378599,20.378599,-.60310507,-.11602986,-.98945421,2.3785992,-.93120158,.17587465,.6432671,0,9.9236917,.18228218,10.105974,9.9236917,20408.193
3691,1,0,0,1,0,0,22,1,4,0,2.3659558,0,0,0,1,0,1,4.4171653,1,10,20.877352,20.877352,-.9741382,-.35595787,-.5477922,2.8773518,-2.5530424,.0053393245,.65565532,0,9.9882307,.083076529,10.071307,9.9882307,21768.75
7923,1,1,0,0,0,0,23,1,2,0,2.777854,0,0,0,1,0,1,7.7284365,0,10,18.798256,18.798256,.032798875,-.4649075,.37982443,.79825592,-1.3112838,.094880946,.91488034,0,10.573866,.28293359,10.856799,10.573866,39099.535
5980,1,0,0,1,0,0,24,0,2,0,2.8616052,1,0,0,0,1,1,5.3670492,0,10,20.59627,26.77515,-.39106861,-.73930454,-.46042717,8.7751503,.073687725,.52937055,.81705236,0,10.395337,.25409019,10.649427,10.395337,32706.762
647,1,0,0,0,1,0,24,0,3,1,2.6284518,1,0,0,0,1,1,4.853219,1,10,23.151558,30.097025,-.62647259,-.62867326,-.80159026,12.097025,-.52832747,.29863605,.51248413,0,10.260292,.22724667,10.487538,10.260292,28575.131
6400,0,0,0,0,0,1,26,0,4,0,2.9589002,0,0,1,0,0,1,5.7522912,1,10,18.468,20.3148,-.24440697,-.55861074,-.1958331,2.3148003,-.43879426,.33040532,.41025794,0,10.543326,.31582204,10.859148,10.543326,37923.504
3442,1,0,1,0,0,0,22,1,5,0,2.5849915,0,0,0,1,1,0,5.3927975,1,10,19.273663,19.273663,2.4577231,1.6917248,1.3763855,1.2736626,5.5620933,1,.88157761,1,11.564524,.64642668,12.210951,12.210951,200978.03
7105,1,1,0,0,0,0,23,1,4,0,2.285414,0,1,0,0,0,1,6.6090236,1,10,21.342222,19.208,-1.3600706,-1.2905421,-.84225261,1.2080002,-4.1451569,.000016979058,.65414912,0,9.9459562,.059567239,10.005524,9.9459562,20867.668
5424,1,0,0,1,0,0,23,0,4,0,2.6630554,0,0,0,1,1,1,6.2194581,0,10,18.602861,18.602861,1.3953158,1.3309541,1.3709267,.6028614,2.7500684,.99702084,.26499423,1,11.673852,.45872772,12.13258,12.13258,185828.56
35,1,0,0,0,0,1,23,0,3,0,2.8174167,1,0,0,0,1,1,6.8525882,0,10,18.681265,24.285643,-.076122522,.01477756,.3161189,6.2856426,1.9035375,.97151476,.53505749,1,10.974777,.28285435,11.257631,11.257631,77468.859
6876,1,0,0,1,0,0,23,1,2,1,2.9530604,1,0,0,0,0,0,7.2322354,1,10,19.372505,25.184256,-.85997206,-.80140769,-1.1469123,7.1842556,-2.6095905,.0045325328,.13581717,0,9.9021902,.20067255,10.102862,9.9021902,19974.07
3979,0,0,0,0,1,0,23,0,3,1,2.5828938,0,0,0,1,0,1,8.4473171,0,10,20.690577,20.690577,.32629675,-.11685179,.90864414,2.6905766,1.1436472,.87361503,.95256776,0,11.301218,.24790594,11.549124,11.301218,80920.141
1701,0,1,0,0,0,0,24,0,3,0,2.9277596,0,1,0,0,1,0,6.1270394,1,10,20.097193,18.087473,-.36046532,-.19080541,-.48733306,.087472916,-1.0320261,.15102996,.32388425,0,10.385285,.29231527,10.677601,10.385285,32379.648
643,0,1,0,0,0,0,24,0,3,1,3.0938096,0,1,0,0,0,1,4.8815875,0,10,23.269279,20.94235,.7180835,.59185284,.73370785,2.9423504,3.0370028,.99880528,.35179687,1,11.502422,.38252532,11.884948,11.884948,145066.53
6905,0,0,0,1,0,0,22,0,3,0,2.9199073,0,0,0,1,1,1,5.3670311,1,10,18.63331,18.63331,.72075546,.91975319,.68844402,.63331032,1.7280624,.95801151,.38104308,1,11.220602,.35492337,11.575525,11.575525,106460.07
1938,1,1,0,0,0,0,24,0,3,1,2.7816963,0,0,0,1,0,1,6.5690742,0,10,17.36401,17.36401,-.14256857,-.41372746,-.56124562,-.63599014,-1.2372546,.10799628,.44491109,0,10.004709,.25742191,10.262131,10.004709,22130.438
2771,1,1,0,0,0,0,25,0,3,0,2.7404563,0,0,0,1,0,1,5.0520792,1,10,25.323511,25.323511,.47335756,1.2110244,.26621312,7.3235111,5.9660974,1,.95337117,1,10.835923,.26941836,11.105342,11.105342,66525.586
6448,0,1,0,0,0,0,24,0,4,0,2.7395339,0,0,0,1,0,1,6.0533566,1,10,18.469767,18.469767,-.62781692,-.020412415,-.47638515,.46976662,-1.2183222,.11155079,.58764786,0,10.250262,.16739461,10.417657,10.250262,28289.961
4974,1,0,0,1,0,0,23,1,2,0,2.3932645,0,0,1,0,0,1,6.5575471,1,10,14.417711,15.859483,-.98694462,-.090157509,-.56700343,-2.1405172,-1.0938904,.13700151,.54281175,0,9.7316008,.17876154,9.9103622,9.7316008,16841.49
875,0,1,0,0,0,0,22,1,3,0,2.8856657,1,0,0,0,0,1,8.1030159,1,10,20.239313,26.311106,1.1433284,1.1258353,1.0504357,8.3111057,10.273924,1,.025493875,1,11.60241,.45798567,12.060396,12.060396,172887.47
2490,0,1,0,0,0,0,25,0,2,0,2.551687,1,0,0,0,0,1,7.1099153,1,10,22.985653,29.881348,.51117587,.48233825,.14967036,11.881348,8.3938227,1,.17056279,1,11.047311,.33093098,11.378242,11.378242,87399.211
